,SEX,SEX_MAP,EMOT,Field1,SIT,model_completion
275,1,male,7.0,guilt,When I feigned sick leave from work.,Guilt
276,1,male,1.0,joy,When I get a hug from someone I love.,Happiness
277,1,male,2.0,fear,I was driving very fast on a small road and I met an oncoming car in a right handed bend.  The other driver was on his own side of the road and I had to skid out of it to avoid a collision.  It was dark.,Fear
278,1,male,3.0,anger,My car had been towed away by the traffic police because it had been wrongly parked.  However the sign had been put up only after I had already parked.,Frustration
279,1,male,4.0,sadness,After an operation I had to stay in bed for a long time.,Frustration
280,1,male,5.0,disgust,I was forced to stay in the canteen and eat the food that I had not asked for but got it anyway.,Frustration
281,1,male,6.0,shame,When I did not buy what I had promised to.,Guilt
282,1,male,7.0,guilt,By mistake I took a book from the library which was not supposed to be loaned out.,Embarrassment
283,2,female,1.0,joy,When I won an unexpected sum of money.,Joy
284,2,female,2.0,fear,My 2 year old daughter disappeared in a moment of inattention; I was responsible for her.,Fear
285,2,female,3.0,anger,A colleague asked me for some advice and as he did not have enough confidence in me he asked a third person.,Disappointed
286,2,female,4.0,sadness,"I wanted to be pregnant and did not succeed, so I was depressed    at every menstruation.",Disappointment
287,2,female,5.0,disgust,"In a warm bus full of people, someone vomited and the whole bus stank.",Disgust
288,2,female,6.0,shame,"I complained about a colleague's behaviour as she goes back on her word, is often absent and is irresponsible.  I found out that she was an alcoholic and was trying to fight againt her addiction.",Compassion
289,2,female,7.0,guilt,I spoke to my mother on the phone.  She had skin cancer and was waiting to be operated.  I forgot to ask her the date of the operation and just before finishing our conversation she gave me the date in passing. ,Worry
290,2,female,1.0,joy,When I was at a party I met an old friend from an adult education course.  We had not met for 2 years but had both thought a lot about each other.  A wonderful experience.,Joy
291,2,female,2.0,fear,"When I was cycling through the park late one night, two people jumped out of the woods and tried to stop me.  There were shouting something at the same time.",Fear
292,2,female,3.0,anger,When close relatives tried to dissuade me from studying Psychology because of its low status.,Determined
293,2,female,4.0,sadness,I had a long discussion on politics with an acquaintance.  He was more knowledgeable than me and I failed to explain my point of view and was misunderstood so I felt depressed and left.,Frustration
294,2,female,5.0,disgust,When I read a newspaper article on a young girl who had been raped and assaulted one night by several men when she was unconscious.,Outrage
295,2,female,6.0,shame,My mother revealed personal details about me and the negative aspects of my character to other people when I was present but unable to defend myself.,Humiliated
296,2,female,7.0,guilt,I was unfaithful to my partner once when he was working abroad for a long period.,Guilt
297,2,female,1.0,joy,When I recently got an appartment in central Gottenburg.,Excitement
298,2,female,2.0,fear,When I saw a large spider crawling up the wall.,Fear
299,2,female,3.0,anger,My employer took too many aspirins for a bad back and also drank an enormous amount of spirit.  This was dangerous  and he did not understand that he had done anything wrong.,Worried
300,2,female,4.0,sadness,"When I left New York, and all my family and my friends behind me.",Sadness
301,2,female,5.0,disgust,When I slept with a guy because my best friend wanted me to.  He had never had intercourse with anyone and had a terrible complex about it.,Regret
302,2,female,6.0,shame,When I dated a close girlfriend's boyfriend a few times. He told me that it was over between them and I accepted it.  When she found out she finished our friendship.,Guilt
303,2,female,7.0,guilt,"When I broke off with my boyfriend after three years.  It was quite unexpected for him and there was no particular reason for the break up, such as someone else.",Sadness
304,2,female,1.0,joy,When my son returned from mountaineering - healthy in body and soul.,Relief
305,2,female,2.0,fear,When one meets new people with whom one is forced to collaborate with.,Apprehension
306,2,female,3.0,anger,The sports fishermen who catch gulls instead of fish with their hooks.   It is often a mistake but it makes me angry.,Anger
307,2,female,4.0,sadness,I feel sad about an event I can not influence.,Sadness
308,2,female,5.0,disgust,"When a member of the family complains about the food that is served, it disgusts me.",Disappointment
309,2,female,6.0,shame,[ Cannot recall any incident when I felt shame.],Neutral
310,2,female,7.0,guilt,I have chosen to put my son in a private school were the examination marks are low.  Every time that he gives me his term results I am left with a sense of guilt.,Regret
311,2,female,1.0,joy,When I was informed that I had been accepted as a student of Psychology.,Excitement
312,2,female,2.0,fear,When I was in a little fishing boat and we ran into hard weather in the open sea.,Fear
313,2,female,3.0,anger,When I found out that the guy I was dating at a particular time had a steady relationship going on with someone else for a long time.,Betrayed
314,2,female,4.0,sadness,I felt sad and depressed when I heard that our cat had died.,Sadness
315,2,female,5.0,disgust,"When I was working as a nurse in a mental hospital, a patient ate up the contents of another patient's spitoon.",Disgust
316,2,female,6.0,shame,"At primary school, when I vomited in front of others in the middle  of a lesson.",Embarrassment
317,2,female,7.0,guilt,I arrived an hour late for an important meeting ( I had misunderstood the time).,Embarrassed
318,2,female,1.0,joy,When I was acceptted as a student of psychology.,Excitement
319,2,female,2.0,fear,When my son has a pain in his leg (for no apparent reason).  ,Worry
320,2,female,3.0,anger,"When, after a week at school, a teacher sent a note home saying that my son was inattentive and unable to do his lessons.",Concerned
321,2,female,4.0,sadness,When I thought that it was going to be impossible for me to start studying (due to wrong information from the student advisor).,Frustration
322,2,female,5.0,disgust,"At a certain person's lack of cleanliness, at home and personally.",Disgust
323,2,female,6.0,shame,"When I made the same mistake that I had accused someone else of, and this was obvious to a third pereson.",Embarrassment
324,2,female,7.0,guilt,When I lost something that was valuable to my sister.,Guilt
325,1,male,1.0,joy,When my son was born.,Joy
326,1,male,2.0,fear,When I nearly drowned in icy water wearing ice skates.  It was difficult to get out.,Fear
327,1,male,3.0,anger,When I was pointed out as a problem child in primary school and my mother took the teacher's point of view.,Humiliated
328,1,male,4.0,sadness,When I was accused of neglecting work for the wrong reasons.,Frustration
329,1,male,5.0,disgust,"My parents attitude towards each other when they should become reconciled, despite my father's long-time addiction.",Relief
330,1,male,6.0,shame,When I was caught stealing money from my father.,Guilt
331,1,male,7.0,guilt,I stole a coconut cake from a reception table and when I put in my mouth I realized that the host was watching me.,Embarrassment
332,1,male,1.0,joy,When after 10 months of national service I was downgraded and did not have to do the remaining 5 months.,Relief
333,1,male,2.0,fear,When I was reprimanded by the manager of the hotel where I worked during Autumn 1984.,Embarrassment
334,1,male,3.0,anger,When my parents drove me to a nearby place and went home immediately instead of waiting a few hours.  They could have easily waited.,Disappointment
335,1,male,4.0,sadness,When my ex-girlfriend and I discovered that there was a certain risk of her being pregnant.,Anxiety
336,1,male,5.0,disgust,When I was about to clean the draining board and saw it looked underneath the sink (I live in a students hostel).,Disgust
337,1,male,6.0,shame,When my mother caught me masturbating.,Embarrassment
338,1,male,7.0,guilt,"As the only person in my family into academics, I ought to have looked after my younger (and only) sister better, with respect to her education and life experiences.",Regret
339,2,female,1.0,joy,When my older sister told us that she was thinking of joining the rest of the family for the winter sports holiday.,Excitement
340,2,female,2.0,fear,Slept in a chapel and in the middle of the night I realized that there was someeone else in the chapel.  I never discovered who it was and why he was there.,Fear
341,2,female,3.0,anger,"When we were in high school a few guys sometimes provoked a friend of mine.  They called her a pig and then grunted.  This irritated most of the girls.  Once, one of the girls got angry at my friend and said something nasty and this made me terribly angry.",Anger
